UF,MUNICIPIO_NORM,LEITOS_SUS,POPULAÇÃO ESTIMADA,LEITOS_TOTAL_PER_THOUSAND
SC,urussanga,69,21464.0,3.2146850540439806
RS,trindade do sul,25,7785.0,3.2113037893384715
GO,trindade,493,153560.0,3.2104714769471214
MG,prados,30,9369.0,3.202049311559398
SP,getulina,33,10337.0,3.1924155944664796
SC,vidal ramos,20,6266.0,3.1918289179699966
MG,rio casca,41,12851.0,3.1904131974165435
RO,santa luzia d'oeste,25,7837.0,3.189996172004594
MA,imperatriz,910,285806.0,3.1839779430802713
PR,jaboti,18,5655.0,3.183023872679045
MG,bambui,77,24203.0,3.1814237904392018
GO,israelandia,8,2515.0,3.1809145129224654
SP,amparo,222,69792.0,3.1808803301237965
PR,vera cruz do oeste,26,8178.0,3.1792614331132305
MG,resplendor,56,17629.0,3.176584037665211
PE,calumbi,17,5354.0,3.175196115054165
PR,clevelandia,47,14833.0,3.168610530573721
MG,entre rios de minas,48,15157.0,3.166853598997163
PA,santa maria das barreiras,54,17065.0,3.164371520656314
BA,ibiassuce,34,10746.0,3.1639679880885914
MA,cururupu,103,32602.0,3.159315379424575
MG,aguas vermelhas,46,14567.0,3.157822475458228
MA,peritoro,66,20903.0,3.1574415155719278
MG,ataleia,44,13936.0,3.1572904707233063
RJ,quissama,73,23142.0,3.1544378186846425
PB,conceicao,59,18731.0,3.1498585233036143
MA,sucupira do riachao,16,5081.0,3.148986419996064
RS,sao vicente do sul,26,8257.0,3.1488434055952523
MG,carmo da cachoeira,37,11767.0,3.14438684456531
MG,pirapetinga,36,11454.0,3.1430068098480883
PR,francisco beltrao,321,102312.0,3.137461881304246
MG,conceicao do rio verde,40,12765.0,3.133568350959655
BA,itabuna,615,196344.0,3.1322576702114655
GO,santa helena de goias,124,39601.0,3.131234059745966
BA,itajuipe,60,19191.0,3.1264655307175238
MT,vila bela da santissima trindade,55,17592.0,3.1264211005002274
MA,vila nova dos martirios,33,10561.0,3.1247040999905313
MG,andrelandia,38,12163.0,3.1242292197648607
BA,itirucu,35,11211.0,3.1219338150031217
PI,barro duro,21,6731.0,3.1198930322388945
ES,colatina,403,129301.0,3.116758571086071
PR,nova cantu,21,6739.0,3.116189345600237
PI,parnagua,32,10282.0,3.112234973740517
RJ,sao fidelis,128,41212.0,3.105891487916141
RS,sananduva,52,16770.0,3.10077519379845
PR,rolandia,235,75818.0,3.099527816613469
PI,varzea grande,14,4520.0,3.0973451327433628
BA,ibirataia,60,19377.0,3.096454559529339
TO,peixe,29,9384.0,3.090366581415175
RS,salto do jacui,32,10357.0,3.08969778893502
SE,aracaju,1948,630932.0,3.0874959583600132
PR,marilena,23,7450.0,3.087248322147651
PR,quatigua,26,8426.0,3.0856871587942085
MG,itamonte,47,15245.0,3.082978025582158
BA,cachoeira,94,30498.0,3.08216932257853
PE,agrestina,76,24680.0,3.079416531604538
BA,itanhem,56,18203.0,3.076415975388672
MT,itauba,16,5201.0,3.0763314747164006
RS,julio de castilhos,57,18545.0,3.0736047452143436
BA,jequie,520,169201.0,3.0732678884876568
MG,mantena,84,27350.0,3.0712979890310788
PB,santa ines,10,3256.0,3.071253071253071
RN,lajes,31,10094.0,3.0711313651674264
MA,sao vicente ferrer,61,19865.0,3.0707274100176187
PR,salto do itarare,16,5214.0,3.0686612965093976
PI,picos,266,86701.0,3.0680153631446
RS,sao francisco de assis,55,17934.0,3.0668004906880784
MA,guimaraes,32,10439.0,3.0654277229619695
PE,jaqueira,32,10440.0,3.0651340996168583
RJ,aperibe,35,11426.0,3.063189217573954
MG,rio preto,16,5235.0,3.0563514804202483
RN,bento fernandes,15,4911.0,3.0543677458766036
PR,tres barras do parana,34,11157.0,3.0474141794389173
PR,mangueirinha,51,16737.0,3.0471410647069366
GO,petrolina de goias,29,9519.0,3.0465385019434814
RS,tuparendi,26,8535.0,3.0462800234329235
PB,uirauna,47,15431.0,3.045816862160586
SC,campo ere,30,9864.0,3.0413625304136254
RS,alpestre,22,7235.0,3.0407740152038705
PB,tavares,44,14473.0,3.0401437158847506
RS,sao luiz gonzaga,109,35865.0,3.039174682838422
MG,caratinga,276,90890.0,3.036637693915722
TO,parana,33,10877.0,3.033924795439919
PR,sao joao do caiua,17,5607.0,3.031924380238987
RO,colorado do oeste,50,16508.0,3.028834504482675
GO,sao simao,52,17181.0,3.0265991502240848
PR,rondon,28,9255.0,3.0253916801728793
MA,olinda nova do maranhao,42,13921.0,3.017024639034552
CE,umari,21,6963.0,3.015941404566997
RO,novo horizonte do oeste,24,7972.0,3.010536879076769
PR,tamboara,15,4986.0,3.0084235860409145
RS,getulio vargas,51,16955.0,3.0079622530227073
MG,tombos,26,8653.0,3.0047382410724603
MA,sao pedro dos crentes,18,5993.0,3.0035040881027864
SC,petrolandia,21,6996.0,3.001715265866209
RN,venha-ver,9,3005.0,2.995008319467554
PE,fernando de noronha,10,3341.0,2.9931158335827597
GO,heitorai,10,3342.0,2.9922202274087373
PA,pau d'arco,22,7354.0,2.9915692140331793
PI,agricolandia,15,5016.0,2.9904306220095696
PR,sao jose da boa vista,18,6023.0,2.9885439149925284
PI,sao pedro do piaui,42,14055.0,2.9882604055496262
PR,amapora,14,4688.0,2.9863481228668944
MA,lago verde,45,15069.0,2.9862631893290863
SC,timbo,148,49768.0,2.973798424690564
PA,palestina do para,21,7063.0,2.973240832507433
BA,coribe,43,14463.0,2.9731037820645785
PR,sao carlos do ivai,20,6727.0,2.973093503790694
SP,marilia,734,247348.0,2.9674790174167573
PR,porto rico,10,3370.0,2.967359050445104
MG,araguari,366,123432.0,2.9651954112385766
SP,clementina,21,7084.0,2.9644268774703555
PI,parnaiba,505,170491.0,2.9620331865025133
BA,pindobacu,58,19601.0,2.9590327024131424
GO,bom jardim de goias,23,7775.0,2.9581993569131835
MA,araioses,119,40231.0,2.9579180234147797
SC,curitibanos,123,41741.0,2.946743010469323
MG,sao joao evangelista,46,15613.0,2.946262729776468
MA,santa ines,260,88249.0,2.946209022198552
BA,caravelas,63,21384.0,2.9461279461279464
PA,jacunda,111,37726.0,2.9422679319302336
BA,caldeirao grande,40,13597.0,2.941825402662352
PA,santo antonio do taua,86,29234.0,2.941780119039475
SP,colombia,20,6802.0,2.940311673037342
MT,itiquira,37,12587.0,2.9395407960594264
RS,arvorezinha,31,10547.0,2.9392244240068264
SC,dionisio cerqueira,45,15316.0,2.938103943588404
RN,major sales,12,4086.0,2.936857562408223
MG,janauba,216,73555.0,2.936578070831351
PA,almeirim,107,36442.0,2.936172548158718
PI,curimata,34,11581.0,2.9358431914342455
BA,camacan,66,22485.0,2.9352901934623086
PR,ceu azul,33,11255.0,2.9320302087960908
SP,cajobi,27,9210.0,2.9315960912052117
PA,conceicao do araguaia,138,47144.0,2.9272017648057016
MA,graca aranha,18,6160.0,2.9220779220779223
MA,igarape do meio,42,14383.0,2.920114023499965
RO,rio crespo,11,3767.0,2.920095566764003
SP,aparecida d'oeste,12,4112.0,2.9182879377431905
PE,timbauba,138,47312.0,2.9168075752451808
RO,alvorada d'oeste,40,13720.0,2.9154518950437316
PE,granito,21,7217.0,2.909796314258002
PR,planaltina do parana,12,4125.0,2.9090909090909087
SC,rio do sul,225,77451.0,2.9050625556803658
GO,mundo novo,18,6202.0,2.9022895840051595
GO,vila boa,12,4145.0,2.8950542822677927
PE,itacuruba,13,4491.0,2.8946782453796485
SP,ilha solteira,76,26257.0,2.894466237574742
SC,salto veloso,13,4495.0,2.8921023359288096
PR,telemaco borba,224,77479.0,2.8911059771034733
MG,santo antonio do amparo,51,17657.0,2.8883728832757547
PI,jurema,13,4501.0,2.8882470562097313
GO,caiaponia,48,16628.0,2.8866971373586723
RS,arroio do meio,65,22523.0,2.8859388180970567
CE,acarau,200,69317.0,2.8852950935556936
AL,joaquim gomes,50,17342.0,2.8831737977165264
PI,socorro do piaui,12,4165.0,2.8811524609843935
