UF,MUNICIPIO_NORM,LEITOS_SUS,POPULAÇÃO ESTIMADA,LEITOS_TOTAL_PER_THOUSAND
MS,sete quedas,18,11322.0,1.589825119236884
MG,patrocinio,150,94357.0,1.5897071759381922
RS,cangucu,81,50968.0,1.5892324595824832
SP,jaguariuna,99,62309.0,1.5888555425379962
MG,conceicao do mato dentro,39,24559.0,1.5880125412272488
CE,lavras da mangabeira,51,32163.0,1.5856729782669527
PE,paudalho,95,59924.0,1.5853414324811428
SC,fraiburgo,54,34065.0,1.585204755614267
PE,triunfo,24,15141.0,1.585100059441252
MT,nobres,25,15796.0,1.5826791592808305
SP,itapolis,64,40445.0,1.5823958462109038
CE,parambu,52,32867.0,1.5821340554355434
SC,sao jose do cedro,23,14538.0,1.5820608061631585
PE,verdejante,15,9483.0,1.5817779183802594
MS,guia lopes da laguna,16,10116.0,1.5816528272044286
BA,barro alto,22,13922.0,1.5802327251831634
MA,santana do maranhao,17,10759.0,1.5800724974440004
GO,serranopolis,13,8237.0,1.5782445064950832
MG,nova ponte,24,15220.0,1.5768725361366622
CE,pereiro,25,15858.0,1.5764913608273425
CE,reriutaba,30,19051.0,1.5747204871135374
MS,nova andradina,80,50848.0,1.5733165512901197
PR,castro,119,75644.0,1.5731584791920048
SP,nova granada,31,19733.0,1.5709724826432878
BA,castro alves,40,25470.0,1.5704750687082842
RN,riachuelo,12,7646.0,1.5694480774261053
SP,bocaina,18,11480.0,1.5679442508710801
PR,cianorte,130,82988.0,1.5664915409456788
BA,paulo afonso,187,119418.0,1.5659280845433687
CE,jaguaribe,55,35143.0,1.565034288478502
AM,santo antonio do ica,48,30679.0,1.564588154763845
MG,uberlandia,1191,761835.0,1.5633306424619504
PB,areia,36,23031.0,1.563110590074248
PE,lagoa grande,39,24951.0,1.5630636046651436
AC,senador guiomard,35,22402.0,1.5623605035264707
CE,palmacia,16,10252.0,1.5606710885680843
GO,cabeceiras,12,7689.0,1.5606710885680843
MG,francisco badaro,11,7053.0,1.5596200198497094
PR,ivai,21,13476.0,1.558325912733749
GO,firminopolis,16,10274.0,1.557329180455519
SE,aquidaba,32,20556.0,1.5567230978789648
SP,cruzeiro,119,76444.0,1.5566950970645177
BA,ipiau,66,42429.0,1.5555398430318885
MG,ituiutaba,166,106775.0,1.5546710372278156
RS,vera cruz,43,27670.0,1.554029634983737
BA,maiquinique,14,9009.0,1.554001554001554
AM,caapiranga,23,14806.0,1.5534242874510333
PB,jerico,12,7728.0,1.5527950310559004
MG,piumhi,59,38007.0,1.5523456205435842
MG,santa vitoria,34,21914.0,1.5515195765264216
BA,candeias,116,74854.0,1.5496833836535122
PE,ouricuri,106,68489.0,1.5476937902436887
PA,sao felix do xingu,100,64651.0,1.5467664846638103
AM,canutama,28,18109.0,1.5461925009663702
SP,patrocinio paulista,23,14888.0,1.5448683503492746
RN,martins,13,8415.0,1.5448603683897801
BA,mairi,28,18130.0,1.5444015444015444
PR,araruna,23,14894.0,1.544246005102726
AM,tapaua,32,20728.0,1.5438054805094559
MG,arapora,14,9069.0,1.5437203660822583
RS,farroupilha,112,72552.0,1.5437203660822583
SC,icara,98,63489.0,1.5435744774685378
SP,paulinia,180,116674.0,1.542760169360783
SP,mogi das cruzes,725,470302.0,1.5415626554851989
SP,ribeirao bonito,17,11040.0,1.5398550724637683
AL,flexeiras,15,9745.0,1.539250897896357
SC,criciuma,350,227438.0,1.538880925790765
RO,theobroma,13,8459.0,1.5368246837687671
MG,moema,12,7812.0,1.5360983102918586
MS,santa rita do pardo,11,7165.0,1.5352407536636428
MT,nova monte verde,13,8470.0,1.53482880755608
BA,maracas,45,29330.0,1.5342652574156155
SP,orlandia,60,39144.0,1.5328019619865114
MA,matoes,51,33327.0,1.5302907552434963
SE,japoata,21,13723.0,1.530277636085404
PE,ipubi,47,30720.0,1.5299479166666667
TO,miranorte,20,13073.0,1.5298707259236595
RS,lajeado,148,96879.0,1.5276788571310604
GO,montividiu,20,13094.0,1.527417137620284
PE,amaraji,28,18335.0,1.527133896918462
PB,soledade,22,14409.0,1.5268235130821013
PR,alvorada do sul,16,10481.0,1.5265718919950386
AM,manaus,3513,2303732.0,1.5249169608270405
PA,augusto correa,73,47912.0,1.5236266488562364
BA,nordestina,30,19711.0,1.5219927959007662
MT,sao jose do rio claro,22,14455.0,1.521964718090626
MG,tres pontas,87,57209.0,1.5207397437466132
AM,borba,53,34869.0,1.5199747626831857
PI,jerumenha,7,4606.0,1.5197568389057752
SC,monte carlo,14,9218.0,1.5187676285528313
PR,tamarana,16,10540.0,1.5180265654648957
MG,lavras,168,110682.0,1.517861982978262
PI,jaicos,27,17789.0,1.5177918938669963
BA,satiro dias,25,16476.0,1.5173585821801407
BA,barro preto,9,5936.0,1.5161725067385445
RJ,porciuncula,27,17832.0,1.5141318977119784
BA,ituacu,28,18506.0,1.5130228034151088
SP,bariri,49,32406.0,1.5120656668518175
PA,brasil novo,41,27130.0,1.5112421673424254
RS,cruzeiro do sul,19,12574.0,1.5110545570224272
MG,lagamar,10,6622.0,1.5101177891875568
MS,jardim,37,24504.0,1.5099575579497226
PB,umbuzeiro,14,9274.0,1.5095967220185464
RS,bage,184,121928.0,1.5090873302276755
MS,navirai,80,53014.0,1.509035349153054
MS,aparecida do taboado,45,29826.0,1.508750754375377
BA,madre de deus,29,19224.0,1.5085310029130252
MA,magalhaes de almeida,21,13933.0,1.507213091222278
PE,camutanga,12,7962.0,1.5071590052750565
PI,landri sales,8,5309.0,1.5068751177246187
CE,tiangua,131,86968.0,1.5063011682457914
RS,dom feliciano,20,13280.0,1.5060240963855422
SP,guararapes,48,31888.0,1.5052684395383844
MA,araguana,17,11297.0,1.5048242896344162
SP,matao,122,81075.0,1.5047795251310514
MG,tupaciguara,40,26583.0,1.50472106233307
CE,ipaporanga,18,11963.0,1.504639304522277
SP,ilhabela,55,36559.0,1.5044175168905058
CE,piquet carneiro,26,17285.0,1.5041943881978594
MG,cristais,19,12634.0,1.5038784233022002
BA,itapitanga,16,10640.0,1.5037593984962407
SP,itapecerica da serra,245,163003.0,1.5030398213529812
PA,nova esperanca do piria,32,21304.0,1.5020653398422832
BA,teolandia,24,15978.0,1.5020653398422832
PE,itaiba,51,33995.0,1.5002206206795117
SP,sao paulo,17849,11904961.0,1.499290925858556
MA,tuntum,56,37364.0,1.4987688684295042
SP,sorocaba,1140,762172.0,1.4957253743249557
PR,quedas do iguacu,47,31423.0,1.4957196957642491
MG,mutum,43,28749.0,1.4957041984069013
PB,cacimba de areia,5,3344.0,1.4952153110047848
MG,eloi mendes,41,27429.0,1.4947683109118086
MG,caxambu,32,21412.0,1.4944890715486643
PR,jacarezinho,62,41493.0,1.4942279420625166
PI,urucui,40,26779.0,1.4937077560775234
AM,nova olinda do norte,42,28123.0,1.4934395334779362
GO,pontalina,28,18763.0,1.4922986729201086
RS,carazinho,95,63670.0,1.4920684780901523
MG,cataguases,101,67732.0,1.491171086045001
RS,taquara,81,54353.0,1.490258127426269
MT,gaucha do norte,14,9397.0,1.4898371820793872
BA,itubera,33,22154.0,1.4895729890764648
MA,bacabeira,26,17459.0,1.4892032762472078
BA,rio real,55,36966.0,1.4878537034031272
PI,piripiri,101,67887.0,1.4877664354000029
SC,pomerode,55,37003.0,1.4863659703267302
PI,beneditinos,15,10093.0,1.4861785395818885
SP,bananal,15,10097.0,1.4855897791423196
MA,belagua,13,8751.0,1.4855445091989488
AM,pauini,30,20229.0,1.483019427554501
PR,guaira,49,33058.0,1.4822433299050155
MG,capelinha,62,41858.0,1.481198337235415
ES,muqui,21,14185.0,1.4804370814240395
SP,sao pedro,59,39855.0,1.480366327938778
RN,lagoa d'anta,10,6756.0,1.4801657785671996
PE,iati,26,17570.0,1.4797951052931133
SC,joinville,983,664541.0,1.4792164817520663
TO,goiatins,19,12851.0,1.478484164656447
BA,abare,27,18269.0,1.4779134052219607
PE,parnamirim,28,18960.0,1.4767932489451476
AL,junqueiro,36,24382.0,1.4764990566811582
MS,chapadao do sul,51,34606.0,1.4737328786915562
PR,nova esperanca,40,27142.0,1.4737307493920861
PE,vicencia,40,27151.0,1.4732422378549592
BA,santo amaro,86,58398.0,1.4726531730538719
SP,buritama,26,17658.0,1.472420432665081
BA,ibicui,21,14264.0,1.4722378014582165
MG,pedrinopolis,5,3398.0,1.4714537963507945
MG,alterosa,21,14272.0,1.4714125560538116
ES,vargem alta,30,20390.0,1.4713094654242276
SP,palmital,29,19714.0,1.471035812113219
RN,januario cicco,13,8843.0,1.4700893361981229
SP,brotas,36,24501.0,1.4693277825394881
BA,varzea da roca,21,14294.0,1.4691478942213516
SP,dourado,12,8169.0,1.4689680499449136
GO,itapuranga,39,26553.0,1.4687605920235003
SP,itanhaem,174,118495.0,1.4684163888771677
SC,concordia,128,87206.0,1.4677889136068618
CE,uruoca,21,14308.0,1.467710371819961
SP,tabatinga,22,14997.0,1.4669600586784024
RS,itaqui,54,36811.0,1.466952813017848
MT,tangara da serra,168,114603.0,1.4659302112510144
RJ,mangaratiba,64,43660.0,1.4658726523133303
SP,castilho,30,20485.0,1.4644862094215279
SC,jaragua do sul,292,199519.0,1.463519765034909
MA,presidente juscelino,17,11616.0,1.4634986225895317
MG,bicas,21,14358.0,1.4625992478061012
RO,vale do anari,12,8220.0,1.4598540145985401
PB,sape,78,53457.0,1.459116673213985
SC,orleans,36,24686.0,1.4583164546706635
MG,romaria,5,3430.0,1.4577259475218658
MA,estreito,50,34321.0,1.4568340083330904
PR,siqueira campos,35,24031.0,1.4564520827264782
PE,santa filomena,18,12360.0,1.4563106796116505
MG,capitolio,16,10991.0,1.4557365116913838
MG,bandeira do sul,9,6183.0,1.455604075691412
RN,cruzeta,12,8245.0,1.4554275318374772
SP,sales oliveira,17,11683.0,1.455105709150047
PI,ipiranga do piaui,14,9627.0,1.4542432741248572
MG,rio pomba,26,17885.0,1.453732177802628
SP,sao caetano do sul,251,172693.0,1.4534462890794648
RO,pimenta bueno,57,39220.0,1.4533401325854156
CE,frecheirinha,24,16516.0,1.453136352627755
BA,cruz das almas,92,63326.0,1.4527997978713325
SP,votuporanga,146,100568.0,1.4517540370694455
SP,itapeva,134,92393.0,1.4503263234227701
BA,santana,37,25521.0,1.4497864503742017
BA,iramaia,16,11038.0,1.4495379597753215
MS,ribas do rio pardo,35,24152.0,1.4491553494534613
PA,dom eliseu,91,62823.0,1.4485140792384954
MG,jaboticatubas,31,21407.0,1.44812444527491
BA,ibicarai,32,22131.0,1.4459355654963626
MA,joselandia,22,15227.0,1.4448019964536678
SP,araras,196,135744.0,1.4438943894389438
GO,uruana,20,13857.0,1.4433138485963772
MG,machado,56,38809.0,1.4429642608673245
MA,pedro do rosario,36,24955.0,1.442596674013224
SP,mococa,100,69372.0,1.441503776739895
PA,itaituba,195,135369.0,1.4405070584845865
MA,arari,44,30555.0,1.4400261822942235
BA,serra preta,27,18754.0,1.4396928655220218
BA,canarana,36,25007.0,1.439596912864398
MA,nina rodrigues,21,14589.0,1.4394406744807733
MS,bandeirantes,12,8342.0,1.4385039558858788
MA,primeira cruz,20,13920.0,1.4367816091954022
BA,brejoes,19,13224.0,1.4367816091954022
MA,santa helena,62,43200.0,1.4351851851851851
SP,populina,6,4182.0,1.4347202295552368
SP,mirante do paranapanema,23,16031.0,1.4347202295552368
MG,bom despacho,78,54377.0,1.4344299979770858
RJ,rio de janeiro,9652,6730729.0,1.4340199999138281
AM,santa isabel do rio negro,20,13947.0,1.4340001434000142
MT,alto garcas,20,13956.0,1.4330753797649756
MG,campina verde,26,18188.0,1.4295139652518143
PE,orobo,32,22412.0,1.4278065322148847
MG,nazareno,12,8407.0,1.4273819436184132
PE,santa cruz da baixa verde,17,11934.0,1.4245014245014245
RO,sao francisco do guapore,25,17557.0,1.4239334738281026
BA,remanso,61,42855.0,1.4234045035585112
MT,porto alegre do norte,18,12649.0,1.4230373942604158
MG,ibia,32,22554.0,1.4188170612751618
MS,corumba,140,98751.0,1.4177071624591144
MS,sonora,21,14813.0,1.4176736650239654
RN,sao jose do campestre,16,11298.0,1.4161798548415647
PA,ananindeua,721,509227.0,1.4158715072060202
MT,tabapora,14,9895.0,1.414855987872663
PA,mae do rio,53,37473.0,1.4143516665332374
AM,coari,104,73576.0,1.413504403609873
RN,riacho de santana,6,4245.0,1.4134275618374557
BA,inhambupe,50,35390.0,1.4128284826222097
BA,piritiba,25,17697.0,1.4126688139232637
RO,cabixi,8,5664.0,1.4124293785310735
RJ,angra dos reis,253,179142.0,1.4122874591106496
RS,venancio aires,100,70842.0,1.4115919934502132
CE,quiterianopolis,29,20545.0,1.4115356534436603
CE,erere,9,6381.0,1.4104372355430184
MT,pocone,44,31203.0,1.4101208217158607
PE,iguaracy,16,11347.0,1.410064334185247
RS,sao jose do norte,37,26248.0,1.4096312099969521
RJ,resende,194,137697.0,1.4088905350152872
PA,santa luzia do para,30,21295.0,1.408781404085466
PI,barras,70,49703.0,1.4083656922117378
RN,rafael fernandes,8,5682.0,1.407954945441746
MT,primavera do leste,135,96006.0,1.406162114867821
MG,lima duarte,25,17782.0,1.4059160949274547
MG,bocaiuva,70,49797.0,1.4057071711147258
RO,machadinho d'oeste,48,34149.0,1.4056048493367304
MG,sao joao da ponte,34,24197.0,1.4051328677108734
RS,capao da canoa,93,66234.0,1.4041126913669717
SP,taquarituba,35,24932.0,1.4038183860099471
CE,russas,105,74834.0,1.4031055402624477
RO,buritis,43,30649.0,1.402982152761917
SC,cacador,107,76298.0,1.4023958688301135
BA,alagoinhas,226,161196.0,1.4020199012382442
RR,sao luiz,11,7848.0,1.401630988786952
SP,capivari,72,51369.0,1.4016235472755942
BA,taperoa,26,18556.0,1.4011640439749946
PE,sertania,48,34271.0,1.4006010913016838
MG,divino,30,21428.0,1.4000373343289154
MA,santo amaro do maranhao,20,14287.0,1.3998740113389794
PA,sao joao do araguaia,20,14293.0,1.3992863639543833
BA,milagres,16,11436.0,1.3990905911157747
MA,mirinzal,20,14298.0,1.3987970345502867
PR,nova santa rosa,12,8581.0,1.3984384104416734
GO,araguapaz,10,7152.0,1.3982102908277405
BA,bom jesus da serra,14,10018.0,1.3974845278498702
MG,chapada gaucha,18,12904.0,1.3949163050216986
PE,maraial,13,9322.0,1.394550525638275
BA,cicero dantas,45,32292.0,1.3935340022296545
MG,carandai,34,24403.0,1.3932713191001107
PR,realeza,28,20097.0,1.3932427725531173
PI,pimenteiras,16,11487.0,1.3928789065900584
CE,madalena,24,17235.0,1.392515230635335
MG,tres coracoes,109,78291.0,1.392241764698369
MT,campinapolis,22,15808.0,1.3917004048582995
BA,malhada,22,15814.0,1.391172378904768
ES,castelo,55,39575.0,1.3897662665824384
SC,braco do norte,50,35985.0,1.3894678338196471
SP,mogi mirim,133,95742.0,1.3891500073113159
AC,assis brasil,12,8648.0,1.3876040703052728
MA,bacuri,23,16591.0,1.3862937737327468
SP,igarapava,37,26696.0,1.3859754270302667
SC,pouso redondo,25,18051.0,1.384964821893524
BA,cansancao,55,39725.0,1.3845185651353054
BA,iuiu,16,11559.0,1.384202785708106
MT,colniza,36,26026.0,1.3832321524629216
RN,areia branca,34,24607.0,1.381720648595928
RN,sao paulo do potengi,24,17371.0,1.3816130332162802
SP,pederneiras,64,46337.0,1.3811856615663507
RJ,macae,365,264439.0,1.3802805183804203
CE,barro,27,19569.0,1.379733251571363
AM,manicore,80,58018.0,1.3788824158019926
PA,breves,160,116058.0,1.378621034310431
PI,conceicao do caninde,7,5078.0,1.3784954706577393
MA,vitorino freire,44,31920.0,1.3784461152882206
PI,matias olimpio,15,10886.0,1.377916590115745
SP,taboao da serra,393,285307.0,1.3774635743252006
PE,condado,35,25416.0,1.3770853005980486
PB,belem,23,16710.0,1.3764213046080191
ES,rio bananal,28,20350.0,1.3759213759213758
PR,capanema,29,21088.0,1.3751896813353566
MG,rio pardo de minas,40,29103.0,1.3744287530495138
SP,conchal,40,29132.0,1.373060551970342
MG,rio paranaiba,21,15297.0,1.3728181996469895
MT,nossa senhora do livramento,16,11658.0,1.372448104306056
BA,chorrocho,15,10933.0,1.3719930485685539
BA,itamaraju,85,61999.0,1.3709898546750754
SP,torrinha,13,9484.0,1.3707296499367354
GO,jatai,153,111634.0,1.3705501908020854
SP,guariba,53,38678.0,1.3702880190289053
RJ,cachoeiras de macacu,82,59861.0,1.3698401296336513
CE,santana do acarau,44,32133.0,1.3693088102573678
MS,rio verde de mato grosso,28,20454.0,1.3689253935660506
ES,pedro canario,30,21923.0,1.3684258541258039
SE,rosario do catete,13,9507.0,1.3674134848006732
PB,caapora,30,21942.0,1.3672409078479628
PE,venturosa,24,17563.0,1.366509138529864
BA,sobradinho,37,27097.0,1.3654648116027606
BA,monte santo,68,49807.0,1.3652699419760275
MS,amambai,57,41751.0,1.3652367607961486
SP,sao sebastiao,115,84280.0,1.364499288087328
ES,aracruz,141,103363.0,1.364124493290636
RJ,paraty,65,47668.0,1.3635982210287825
BA,pau brasil,13,9537.0,1.3631120897556885
PE,petrolina,570,418444.0,1.3621894447046679
PB,arara,17,12482.0,1.3619612241627945
BA,jaguarari,47,34528.0,1.3612140871177016
MG,pimenta,12,8817.0,1.3610071452875128
RS,vacaria,90,66146.0,1.3606264929096241
CE,paracuru,57,41894.0,1.360576693559937
PE,lagoa de itaenga,27,19863.0,1.359311282283643
BA,sitio do mato,19,13982.0,1.3588900014304104
MA,balsas,144,105974.0,1.358823862456829
MS,tres lagoas,195,143523.0,1.3586672519387137
PR,foz do iguacu,404,297352.0,1.358659097635126
SP,campinas,1614,1187974.0,1.3586155925971444
CE,sao benedito,68,50058.0,1.358424227895641
MG,sao joao nepomuceno,36,26529.0,1.3570055411059596
MT,aripuana,36,26558.0,1.3555237593192258
ES,serra,785,579720.0,1.3541019802663354
MG,paracatu,134,99005.0,1.3534669966163324
PB,mari,30,22170.0,1.3531799729364007
RJ,paracambi,59,43627.0,1.3523735301533453
CE,mombaca,52,38451.0,1.3523705495305713
MG,itamogi,15,11092.0,1.3523260007212405
GO,orizona,23,17035.0,1.3501614323451716
BA,abaira,10,7407.0,1.3500742540839747
PE,barra de guabiraba,17,12601.0,1.3490992778350925
SP,socorro,56,41527.0,1.3485202398439569
BA,agua fria,20,14833.0,1.3483449066271151
PI,luis correia,43,31901.0,1.3479201278956772
PE,flores,28,20776.0,1.3477088948787064
RS,marau,63,46748.0,1.3476512364165312
SP,itai,35,25979.0,1.3472420031563954
GO,anapolis,566,420300.0,1.3466571496550082
SE,itabaiana,147,109250.0,1.3455377574370708
MT,sinop,301,223780.0,1.3450710519259987
SC,imbituba,77,57256.0,1.3448372222998464
AM,benjamin constant,55,40908.0,1.3444802972523713
BA,luis eduardo magalhaes,159,118382.0,1.343109594364008
SP,piratininga,21,15657.0,1.3412531136232995
SC,blumenau,517,385558.0,1.3409136887316566
PR,alto parana,19,14183.0,1.3396319537474441
BA,guaratinga,26,19413.0,1.3393087106578068
SP,santa adelia,19,14193.0,1.3386880856760375
RN,pedra grande,5,3736.0,1.3383297644539613
SP,barra bonita,47,35129.0,1.3379259301431865
SP,palmeira d'oeste,12,8971.0,1.3376435180024522
SP,sao manuel,51,38131.0,1.3374944271065536
PR,nova olimpia,8,5982.0,1.3373453694416582
MS,porto murtinho,17,12721.0,1.3363729266567095
CE,varjota,25,18708.0,1.3363267051528758
MG,paraguacu,30,22452.0,1.3361838588989845
ES,alegre,41,30702.0,1.3354178880854668
RS,sapiranga,104,77935.0,1.334445371142619
BA,planalto,32,24026.0,1.3318904520103223
CE,carius,23,17277.0,1.331249638247381
SP,franco da rocha,200,150241.0,1.3311945474271338
PA,alenquer,101,75882.0,1.3310139427005085
MA,amarante do maranhao,51,38335.0,1.3303769401330376
GO,jaragua,62,46633.0,1.3295305899255894
BA,conceicao do jacuipe,50,37622.0,1.3290096220296637
PB,alagoa nova,29,21823.0,1.3288732071667506
MG,carmo da mata,15,11291.0,1.3284917190682846
ES,pinheiros,33,24843.0,1.328341987682647
SP,ourinhos,142,106911.0,1.3282075745246047
MT,pontes e lacerda,74,55762.0,1.327068613033966
MT,diamantino,30,22623.0,1.3260840737302744
RJ,guapimirim,72,54311.0,1.3256982931634473
MS,bela vista,29,21881.0,1.3253507609341437
MG,piranga,23,17358.0,1.3250374467104507
MA,milagres do maranhao,12,9065.0,1.323772752344181
CE,boa viagem,69,52133.0,1.3235378742830837
SP,monte aprazivel,30,22668.0,1.3234515616728428
PA,abaetetuba,228,172344.0,1.3229355243002368
AM,presidente figueiredo,44,33291.0,1.3216785317353037
MT,matupa,29,21959.0,1.3206430165308074
RO,campo novo de rondonia,12,9095.0,1.319406267179769
SP,macaubal,10,7581.0,1.319087191663369
MA,cajari,22,16680.0,1.3189448441247003
GO,inhumas,71,53884.0,1.3176453121520302
PE,machados,15,11387.0,1.3172916483709494
PA,oriximina,96,72889.0,1.317071163001276
PA,santarem,475,360871.0,1.3162598269187604
MG,monte santo de minas,28,21294.0,1.314924391847469
PA,terra santa,26,19792.0,1.3136620856911885
BA,brotas de macaubas,16,12180.0,1.3136288998357963
PI,esperantina,56,42710.0,1.311168344649965
RN,sao miguel,32,24422.0,1.3102939972156253
MA,mata roma,23,17581.0,1.3082304760821342
PE,gameleira,23,17583.0,1.308081669794688
MG,fervedouro,14,10705.0,1.3078000934142924
MG,caete,52,39775.0,1.3073538654934003
PB,aroeiras,25,19142.0,1.306028628147529
GO,corumba de goias,14,10724.0,1.3054830287206267
MG,araxa,155,118786.0,1.3048675769871871
SE,nossa senhora da gloria,57,43686.0,1.3047658288696606
MG,nanuque,46,35263.0,1.3044834529109832
AP,tartarugalzinho,18,13816.0,1.3028372900984366
CE,camocim,85,65251.0,1.3026620281681507
RN,serra do mel,18,13819.0,1.3025544540125915
CE,pedra branca,55,42227.0,1.3024841925782082
MG,carmo do rio claro,28,21506.0,1.3019622430949502
SC,gaspar,102,78344.0,1.3019503727152046
ES,vila velha,659,506779.0,1.3003695891108351
SP,taubate,419,322397.0,1.299639884986523
MG,lagoa grande,12,9235.0,1.2994044396318354
PI,novo oriente do piaui,8,6158.0,1.2991230919129586
BA,riachao das neves,29,22329.0,1.2987594607908999
SP,santo antonio da alegria,9,6933.0,1.2981393336218088
BA,xique-xique,61,47019.0,1.2973478806439949
MT,alto araguaia,23,17751.0,1.295701650611233
CE,choro,16,12352.0,1.2953367875647668
RS,nova petropolis,31,23934.0,1.2952285451658727
PE,cumaru,21,16215.0,1.2950971322849214
CE,caridade,21,16234.0,1.293581372428237
SP,rio claro,272,210323.0,1.2932489551784636
MS,camapua,18,13928.0,1.2923607122343481
PA,porto de moz,57,44121.0,1.291901815462025
SP,valparaiso,32,24779.0,1.2914161184874289
MT,juscimeira,15,11622.0,1.2906556530717603
SP,sao jose dos campos,938,727078.0,1.2900954230495214
PA,aveiro,25,19380.0,1.2899896800825594
RO,nova mamore,37,28701.0,1.2891536880248073
PR,cruzeiro do oeste,32,24859.0,1.2872601472303793
RO,rolim de moura,81,62959.0,1.2865515653044046
MS,rio brilhante,52,40419.0,1.286523664613177
PB,cacimba de dentro,21,16332.0,1.2858192505510655
AL,girau do ponciano,48,37337.0,1.2855880226049228
MS,rochedo,7,5451.0,1.284168042560998
RJ,itatiaia,42,32713.0,1.283893253446642
MG,claudio,41,31936.0,1.283817635270541
MG,novo cruzeiro,35,27268.0,1.2835558163414993
RJ,itaborai,308,240127.0,1.2826545952766661
AL,agua branca,25,19550.0,1.278772378516624
MS,bonito,32,25034.0,1.2782615642725894
CE,pentecoste,51,39903.0,1.2780993910232314
PA,ourem,24,18783.0,1.277751157961987
MA,maranhaozinho,18,14092.0,1.2773204655123473
MA,sao domingos do maranhao,45,35247.0,1.2767044003744998
PR,ibipora,68,53276.0,1.2763721000075081
SP,lucelia,26,20378.0,1.2758857591520267
MT,jaciara,38,29803.0,1.2750394255611852
CE,santa quiteria,53,41569.0,1.2749885732156174
MG,espinosa,40,31375.0,1.2749003984063745
PE,canhotinho,32,25103.0,1.2747480380830978
PE,nazare da mata,41,32187.0,1.27380619504769
SP,diadema,514,403579.0,1.2736044244125684
MS,juti,9,7067.0,1.273524833734258
MG,varzea da palma,44,34555.0,1.2733323686875995
BA,valente,32,25132.0,1.273277096928219
MS,sao gabriel do oeste,41,32207.0,1.273015183034744
PA,marituba,152,119437.0,1.272637457404322
MG,guaranesia,25,19646.0,1.2725236689402422
RN,encanto,8,6289.0,1.2720623310542216
SP,guaruja,375,294871.0,1.2717425586103754
PR,quitandinha,24,18882.0,1.271051795360661
AM,sao paulo de olivenca,45,35442.0,1.2696800406297613
SP,lorena,111,87468.0,1.2690355329949237
SP,nova europa,12,9459.0,1.2686330478908976
MA,fortuna,22,17347.0,1.2682308180088777
GO,acreuna,28,22079.0,1.2681733774174555
BA,itapebi,12,9464.0,1.267962806424345
PE,brejo da madre de deus,65,51308.0,1.266858969361503
CE,uruburetama,27,21331.0,1.2657634428765647
SP,braganca paulista,235,185688.0,1.265563741329542
SP,fernandopolis,93,73508.0,1.265168417043043
AM,maraa,20,15815.0,1.2646221941195068
RN,grossos,13,10281.0,1.2644684369224783
RN,sitio novo,6,4746.0,1.2642225031605563
MT,campo verde,62,49053.0,1.2639390047499643
MG,passa tempo,11,8716.0,1.2620468104635152
CE,meruoca,20,15853.0,1.2615908660821296
BA,santa maria da vitoria,51,40474.0,1.2600681919256806
PA,paragominas,143,113498.0,1.2599340957549914
MA,pindare-mirim,41,32542.0,1.259910269805175
PI,porto alegre do piaui,3,2382.0,1.2594458438287153
MG,ouro preto,98,77914.0,1.2577970582950433
PE,cachoeirinha,26,20673.0,1.257679098340831
SP,roseira,14,11137.0,1.257071024512885
MG,formiga,89,70897.0,1.2553422570771684
RO,corumbiara,10,7968.0,1.2550200803212852
MG,botelhos,19,15141.0,1.2548708803909914
MA,itapecuru mirim,78,62264.0,1.2527303096492355
RS,sapucaia do sul,171,136572.0,1.2520868113522536
BA,lajedao,5,3994.0,1.2518778167250877
RN,tangara,17,13583.0,1.2515644555694618
MG,sarzedo,50,39974.0,1.2508130284685046
MG,bonfinopolis de minas,7,5600.0,1.25
SP,tambau,27,21650.0,1.2471131639722863
CE,nova olinda,20,16045.0,1.2464942349641632
MA,cedral,13,10446.0,1.244495500670113
GO,goiatuba,46,36984.0,1.243781094527363
MG,iturama,50,40259.0,1.241958319878785
BA,piata,26,20938.0,1.2417613907727578
PR,sarandi,159,128106.0,1.2411596646527094
SP,novo horizonte,49,39494.0,1.2406947890818858
RJ,araruama,171,137906.0,1.2399750554725684
PA,igarape-acu,47,37925.0,1.2392880685563612
GO,alexania,35,28244.0,1.2392012462823963
CE,vicosa do ceara,78,62972.0,1.2386457473162675
PR,toledo,199,160701.0,1.238324590388361
MS,angelica,14,11308.0,1.238061549345596
SP,estrela d'oeste,12,9696.0,1.2376237623762376
CE,sao goncalo do amarante,72,58191.0,1.2373047378460587
PI,monsenhor gil,13,10513.0,1.236564253781033
RJ,paraiba do sul,55,44479.0,1.2365385912453069
CE,palhano,12,9709.0,1.2359666289010196
BA,joao dourado,32,25892.0,1.235902981615943
MG,formoso,10,8095.0,1.2353304508956147
BA,sao sebastiao do passe,53,42944.0,1.234165424739195
PE,belem do sao francisco,23,18648.0,1.2333762333762333
RJ,miracema,35,28416.0,1.2317004504504505
MA,turiacu,48,38993.0,1.230990177724207
MA,dom pedro,29,23594.0,1.2291260489955074
ES,santa maria de jetiba,56,45575.0,1.2287438288535382
SP,porto feliz,72,58605.0,1.2285641156897875
SP,franca,449,365494.0,1.2284743388400357
SC,sao lourenco do oeste,32,26056.0,1.2281240405280933
PR,mandaguari,47,38313.0,1.226737660846188
BA,varzea nova,17,13866.0,1.2260204817539306
PB,solanea,34,27748.0,1.2253135361107108
MG,cambui,38,31066.0,1.223202214639799
